ART_TOT;ART_PRM;ART_FOOD_PRM;ART_FOOD;ART_LEADER;ART_FOLLOWER;ART_FLINE;ART_EXLAB;ART_PRIVLAB
190;36;31;165;52;78;14;4;19
116;28;27;108;35;34;11;0;27
5;0;0;5;2;3;0;0;0
49;4;4;45;17;19;3;1;5
488;102;93;395;98;210;18;15;55
183;27;26;164;50;76;9;2;28
3;0;0;0;0;0;0;0;0
6;3;1;2;2;0;0;0;0
111;17;12;92;18;67;1;2;2
18;2;0;1;0;0;0;0;1
130;10;5;96;22;58;5;6;11
24;6;4;17;6;9;0;0;2
7;4;0;2;1;1;0;0;0
109;16;16;96;24;52;5;0;12
108;18;17;95;22;57;3;2;13
76;15;14;59;15;26;2;3;14
44;4;0;12;6;4;2;1;1
273;74;62;202;43;124;8;5;26
23;17;16;22;13;9;0;0;0
161;60;56;147;42;66;19;2;14
8;0;0;5;0;4;0;1;1
2;0;0;0;0;0;0;0;0
133;21;20;117;28;54;16;1;18
459;177;156;384;95;176;41;4;62
16;6;4;13;4;5;1;0;3
175;40;38;160;44;90;10;1;13
12;3;3;10;3;7;0;0;0
10;0;0;5;2;1;1;1;1
383;214;200;354;153;162;15;2;19
253;30;27;215;75;118;4;4;13
131;38;37;109;32;51;10;2;16
83;15;14;78;24;36;11;1;6
313;63;48;192;72;91;4;11;25
60;6;4;50;13;23;3;0;9
36;6;6;35;9;20;3;0;3
77;7;7;77;13;55;3;0;4
61;23;18;50;12;32;1;0;4
194;113;105;155;39;78;18;5;14
23;3;3;21;7;8;4;0;2
349;62;60;294;92;160;4;4;32
1;1;0;0;0;0;0;0;0
365;87;75;273;87;132;18;10;33
53;11;9;40;9;20;4;1;7
133;28;26;109;39;46;6;1;13
181;44;35;140;27;77;8;2;24
7;2;1;6;0;2;1;0;3
313;60;59;301;72;155;18;2;48
322;69;64;269;83;145;13;2;24
401;75;65;321;90;175;10;4;37
2;2;1;1;1;0;0;0;0
9;3;1;4;0;3;0;1;1
174;64;62;159;44;82;8;0;23
236;65;47;162;75;67;2;3;14
341;77;67;267;82;140;4;7;23
103;46;38;75;17;49;5;7;2
343;91;73;268;116;112;11;11;26
3;1;1;2;2;0;0;0;0
85;16;12;51;15;26;0;5;10
43;7;7;41;14;17;5;0;6
180;41;33;145;49;83;7;2;4
6;0;0;1;0;0;0;0;1
602;168;140;474;132;243;35;19;53
20;2;2;11;5;4;0;1;2
23;5;5;21;0;16;1;1;1
257;46;37;180;53;83;7;5;31
451;328;319;431;267;136;12;2;13
34;5;4;22;5;16;0;5;1
44;7;1;16;12;4;0;2;1
325;72;69;285;92;130;12;1;50
86;12;10;52;11;35;1;3;2
198;37;35;165;68;67;17;6;12
99;31;28;84;33;46;4;0;2
539;188;168;452;147;191;49;7;51
146;23;22;120;34;62;7;3;13
356;86;73;251;67;109;27;8;48
1;0;0;1;1;0;0;0;0
172;19;15;151;45;102;0;1;3
296;92;84;245;55;146;14;5;26
64;27;27;63;11;38;7;1;5
51;5;5;35;1;29;2;2;2
25;3;2;14;3;10;0;0;1
6;0;0;0;0;0;0;1;0
63;11;11;61;11;47;0;0;2
5;2;0;2;0;1;0;0;1
48;14;5;28;3;24;0;2;1
10;3;3;9;4;0;4;0;1
22;2;1;16;4;6;1;0;4
54;16;16;53;8;35;5;1;4
20;2;2;19;2;16;0;0;1
61;9;6;50;19;22;1;1;8
40;16;13;36;4;18;7;0;4
37;11;11;36;9;23;0;1;2
151;60;38;104;40;56;1;0;7
188;40;34;168;45;98;5;5;19
67;16;15;63;8;47;5;0;3
28;7;7;28;11;13;2;0;2
94;19;15;80;27;43;2;0;6
386;56;50;333;144;140;15;9;31
106;18;15;87;29;49;1;3;5
149;33;30;131;44;71;1;2;13
6;0;0;1;0;0;0;1;1
96;13;11;72;27;39;1;1;5
294;57;53;256;105;109;3;8;38
31;2;0;24;6;12;0;0;5
589;132;127;516;176;265;25;14;37
103;25;25;92;32;50;3;0;6
15;1;1;7;0;7;0;2;0
71;14;3;17;4;12;0;7;1
73;10;5;62;13;42;0;1;6
130;29;24;98;36;56;2;4;5
64;7;7;51;10;33;1;0;7
29;5;5;18;3;13;0;0;1
81;24;14;39;11;21;1;9;5
79;20;11;51;14;28;0;6;9
48;12;11;42;11;23;4;0;5
9;2;2;5;1;3;0;0;1
92;24;11;43;10;32;2;2;2
306;66;59;233;65;133;14;9;21
11;3;3;10;4;6;0;0;0
182;51;43;158;41;70;18;10;27
215;43;42;186;47;113;4;4;14
21;4;1;12;3;5;1;0;3
116;7;6;98;33;44;6;3;13
358;89;76;267;73;141;17;10;34
455;67;49;288;145;97;7;9;41
481;142;110;348;91;208;14;16;27
86;22;22;86;18;51;6;1;6
77;18;16;63;21;28;5;1;10
17;1;0;0;0;0;0;4;0
31;7;5;24;6;15;0;1;0
136;22;11;43;16;26;0;7;2
2;0;0;2;1;1;0;0;0
62;19;18;48;12;31;2;4;2
39;3;2;16;5;6;1;6;3
122;23;18;90;20;58;3;3;8
16;5;2;6;0;6;0;0;0
118;20;18;84;22;56;2;1;3
90;20;16;69;19;41;3;4;5
2;0;0;0;0;0;0;0;0
292;64;36;140;27;94;7;19;10
7;4;1;1;0;1;0;1;0
64;12;11;55;19;34;0;1;2
152;38;27;123;32;56;12;2;21
31;11;9;28;4;18;2;0;3
604;250;188;387;115;195;29;28;38
112;49;32;62;25;35;0;3;3
6;0;0;6;0;6;0;0;0
427;63;43;228;71;111;2;21;40
11;3;2;8;4;3;0;0;1
6;0;0;2;0;1;0;0;1
4;1;0;0;0;0;0;0;0
43;11;5;14;6;7;1;2;1
11;2;0;1;0;0;0;0;1
10;2;1;2;0;1;0;0;1
296;69;56;241;68;133;16;4;15
45;5;4;29;8;14;2;0;5
23;6;6;22;6;13;0;0;3
5;3;0;0;0;0;0;2;0
45;7;5;33;8;19;2;3;3
8;2;1;7;2;4;0;0;1
18;0;0;1;0;0;0;2;1
56;8;6;24;9;15;0;2;1
38;6;4;24;1;19;1;4;2
49;6;5;31;8;20;0;1;2
12;1;1;4;2;3;0;2;0
48;3;1;26;1;19;3;3;1
32;4;0;5;2;3;0;2;0
102;33;30;88;24;35;8;1;16
45;17;14;30;7;21;0;0;2
64;9;6;46;13;17;3;1;11
70;14;8;37;17;16;1;3;3
31;11;0;1;0;0;0;4;1
98;21;15;62;18;27;6;7;6
360;101;96;337;104;175;14;4;37
14;1;1;10;4;5;0;1;1
87;21;6;30;6;14;2;4;7
36;12;10;25;5;17;1;0;3
43;8;6;19;7;7;1;4;2
112;13;11;86;14;59;2;1;5
46;15;14;36;9;20;5;1;2
70;10;7;62;14;43;0;1;5
107;25;10;58;19;29;7;6;2
40;8;8;35;9;19;0;1;5
16;5;5;15;2;10;0;0;1
373;108;93;324;93;185;17;5;18
29;6;5;17;4;12;0;0;1
261;68;59;215;58;136;8;3;11
10;0;0;0;0;0;0;0;0
9;0;0;0;0;0;0;0;0
130;26;17;101;43;46;3;2;8
7;1;0;1;0;0;0;0;1
140;34;32;110;16;71;10;1;9
20;6;6;14;0;12;0;0;2
5;5;3;3;0;1;0;0;2
60;7;5;43;11;25;3;0;4
121;10;7;88;36;45;2;1;5
32;6;2;9;1;4;1;4;2
101;14;13;86;27;37;3;3;11
36;4;4;15;3;12;0;3;0
34;9;6;14;4;10;0;6;0
188;26;16;134;34;74;6;8;14
146;21;18;134;38;85;0;3;7
27;7;5;9;2;5;1;0;1
219;69;64;193;32;122;13;7;13
17;1;0;8;3;4;0;1;1
17;3;2;13;3;7;0;0;3
37;7;6;34;15;16;2;0;1
23;2;2;16;3;10;0;1;3
11;3;0;1;0;0;0;1;1
10;4;1;3;1;0;2;1;0
23;6;3;4;0;3;0;0;1
17;5;2;11;2;7;0;0;1
239;66;59;200;39;130;7;5;22
32;5;4;25;4;10;0;3;8
20;15;13;16;2;14;0;1;0
142;37;34;130;33;87;2;1;7
118;17;15;78;26;44;2;3;4
14;0;0;8;0;7;0;1;1
49;11;7;28;9;12;2;2;5
3;1;1;1;0;1;0;0;0
121;15;11;80;24;47;0;1;7
125;22;20;88;18;55;1;6;15
105;16;9;63;14;41;3;1;4
550;100;62;267;74;165;5;22;16
18;3;3;17;2;10;3;0;2
80;18;17;54;17;22;4;1;11
23;2;2;19;9;8;0;1;2
55;14;5;24;11;10;2;2;1
17;4;3;15;1;7;2;2;3
63;15;15;53;11;31;1;1;8
109;26;23;91;39;45;4;3;4
150;39;11;48;16;29;0;13;4
17;4;2;13;1;9;0;1;3
210;46;38;178;48;111;3;3;12
20;8;8;19;4;12;2;0;0
23;8;4;15;4;8;0;2;3
102;37;37;99;28;54;6;4;4
22;6;3;10;3;6;0;1;1
75;19;15;58;21;28;0;2;7
3;0;0;3;0;2;0;0;1
68;5;5;64;15;35;1;2;13
32;6;6;31;5;25;0;0;1
24;6;4;13;3;4;1;2;5
2;0;0;1;0;1;0;0;0
95;16;14;61;12;38;3;3;6
45;8;5;32;12;20;0;0;0
43;7;1;9;3;5;0;5;1
54;23;4;26;7;16;1;0;2
130;22;17;100;39;48;2;2;10
4;0;0;3;0;2;0;0;1
31;14;13;28;8;18;0;1;2
10;3;3;10;4;5;0;0;1
213;43;38;187;47;120;2;5;16
892;124;84;657;370;206;12;46;52
16;0;0;5;2;1;0;0;2
80;16;16;67;25;39;0;4;3
37;9;5;30;10;18;0;0;2
74;18;12;52;11;39;1;2;1
23;13;10;13;1;11;0;2;1
22;5;2;14;2;9;1;1;2
4;0;0;1;1;0;0;0;0
92;12;9;65;26;32;5;0;5
38;6;6;38;11;19;2;0;2
46;10;4;20;9;11;0;5;0
92;6;3;23;8;12;0;6;2
102;29;26;92;21;49;2;2;16
439;142;131;365;122;208;11;7;17
41;7;5;26;7;11;2;3;4
59;14;6;34;12;17;1;3;4
90;12;9;62;17;23;11;4;11
91;20;17;67;30;32;1;0;5
333;90;75;205;71;120;4;13;11
7;1;0;1;0;0;0;4;1
36;9;8;15;4;9;0;3;2
4;2;2;2;1;0;0;0;1
10;6;0;0;0;1;0;3;0
244;59;37;171;60;100;2;2;8
43;3;1;13;3;7;1;1;1
105;26;25;85;33;38;3;4;9
15;2;2;10;4;5;0;1;1
44;5;2;7;3;1;2;6;1
21;3;3;17;5;9;0;0;3
55;5;4;44;16;20;1;0;7
94;32;29;63;11;40;4;3;7
12;6;2;3;3;0;0;3;0
38;2;2;38;13;17;1;3;4
16;5;0;1;0;0;0;2;1
67;13;6;31;5;24;0;2;2
56;9;7;40;14;18;1;1;7
76;18;10;42;15;16;6;6;4
17;8;7;13;0;12;1;1;0
139;27;13;105;26;70;3;0;6
21;4;4;9;8;1;0;2;1
764;168;157;637;172;331;37;19;89
65;3;3;48;8;33;0;0;6
8;5;5;7;1;4;0;1;2
94;35;33;71;16;39;8;6;7
2;0;0;0;0;0;0;0;0
6;3;3;6;0;6;0;0;0
427;115;90;320;118;151;14;24;29
8;3;3;7;2;3;1;0;1
241;45;28;161;59;85;5;11;13
240;49;25;109;37;58;0;18;12
27;2;2;24;5;10;0;0;9
14;4;4;4;1;4;0;2;0
137;26;19;99;41;48;1;3;8
166;19;18;145;55;81;1;0;5
40;0;0;16;0;14;0;4;2
3;0;0;1;0;0;0;0;1
33;3;0;6;1;1;1;5;3
34;10;5;23;5;16;1;0;1
189;50;44;157;76;72;1;5;8
22;4;3;13;7;6;0;2;0
87;34;31;61;22;38;0;2;1
178;24;17;128;61;40;3;2;25
33;2;2;5;1;3;0;3;1
395;119;105;342;90;137;50;6;54
629;201;159;450;139;267;14;31;25
42;14;14;39;6;25;4;1;3
100;18;17;81;21;31;12;1;17
398;94;76;292;73;171;11;17;28
374;90;86;342;101;147;15;10;64
282;73;72;252;67;110;12;0;59
84;11;8;75;17;25;7;1;22
17;1;0;0;0;0;0;2;0
25;8;1;3;1;1;0;2;1
139;19;16;119;42;52;4;7;19
570;134;131;538;153;300;16;8;58
25;8;3;14;4;7;2;0;1
59;10;9;47;17;21;1;2;7
79;13;13;71;25;42;2;1;2
304;49;48;256;93;109;14;6;35
340;65;50;231;45;144;11;14;21
229;48;32;145;44;75;6;8;21
69;22;22;65;14;38;7;2;6
74;13;11;61;22;32;0;0;6
172;40;37;140;48;83;3;5;6
74;15;15;71;19;39;3;1;6
47;11;8;33;6;22;2;1;3
415;110;108;388;80;212;25;6;63
92;16;12;57;7;41;2;0;6
53;14;13;34;20;14;0;2;0
2;0;0;0;0;0;0;0;0
20;11;1;6;1;4;0;1;1
391;82;68;329;93;156;18;3;57
8;0;0;5;4;0;0;0;1
61;48;48;61;28;28;2;0;3
115;31;31;113;33;48;8;1;19
395;87;80;330;141;121;25;8;45
180;29;21;91;17;54;8;14;11
149;0;0;146;38;87;3;3;15
295;77;74;263;73;126;14;7;43
697;137;132;658;206;320;30;11;87
82;52;48;66;33;31;0;0;2
412;225;225;395;194;152;23;1;24
89;13;13;78;17;46;5;1;8
14;5;1;7;1;2;0;0;4
16;3;3;14;8;7;0;0;0
193;90;89;189;52;86;17;0;28
37;8;8;31;10;13;2;1;7
336;89;76;272;68;142;9;5;45
28;5;1;11;1;8;0;4;2
160;47;47;146;60;76;3;0;6
140;35;32;121;54;64;1;4;1
283;67;61;237;91;92;17;11;25
501;84;69;433;138;227;9;11;51
696;158;132;584;154;351;7;16;58
64;17;16;45;18;24;0;3;3
771;193;183;657;201;305;26;10;105
575;84;59;421;116;227;15;38;60
112;14;10;61;7;39;6;5;8
10;0;0;6;0;5;0;0;1
1482;237;188;1183;376;706;18;24;74
104;25;23;94;29;50;8;2;6
52;3;3;48;23;22;0;1;2
24;7;5;16;1;11;0;2;4
44;10;9;24;2;12;1;5;5
14;6;4;7;1;6;0;0;0
58;6;4;35;8;24;0;3;3
71;20;17;59;25;30;1;2;4
7;2;0;0;0;0;0;0;0
56;7;6;50;14;29;1;0;5
5;2;2;4;1;2;1;0;0
125;34;21;85;27;52;1;11;3
116;31;19;50;21;22;2;5;5
291;84;65;191;49;118;4;10;20
107;16;13;83;26;44;1;2;11
11;5;4;10;0;6;0;1;3
174;46;36;110;22;82;3;15;4
2;2;0;0;0;0;0;0;0
29;4;2;15;6;5;0;0;3
36;5;5;31;6;18;3;1;6
7;0;0;2;0;2;0;0;0
12;2;2;8;0;5;0;0;2
138;20;16;100;30;58;0;0;9
96;24;24;86;6;68;1;1;6
21;5;5;20;5;14;0;1;0
12;3;3;9;0;8;0;1;1
148;31;25;96;25;66;1;2;3
49;13;6;32;9;20;0;4;3
8;1;1;7;0;5;0;0;2
193;44;26;111;32;59;0;9;18
69;14;13;52;13;32;0;2;5
7;1;0;4;0;3;0;0;1
78;21;14;42;10;23;1;7;5
46;16;12;37;13;18;3;0;2
150;20;9;75;19;44;2;12;8
43;17;13;33;7;17;1;0;8
114;27;25;79;20;45;1;3;13
71;20;11;40;10;23;3;3;5
29;4;4;25;2;19;1;0;3
100;17;7;61;19;35;3;5;3
3;2;0;0;0;0;0;0;0
308;89;74;262;85;125;7;12;39
43;8;8;41;2;31;1;1;7
39;9;5;19;6;10;0;3;1
8;1;0;5;0;3;1;1;0
22;6;5;17;1;12;0;0;3
104;25;21;86;29;33;4;0;20
203;31;29;158;51;70;16;1;12
6;2;0;2;1;1;0;0;0
180;51;46;135;24;88;6;2;14
1;0;0;0;0;0;0;0;0
32;5;0;7;2;4;1;1;0
6;2;2;6;1;5;0;0;0
61;6;5;39;15;15;3;3;7
29;9;4;20;3;16;0;2;1
2;0;0;0;0;0;0;0;0
394;102;32;108;34;67;2;21;6
10;3;3;9;4;4;0;0;1
396;95;85;281;111;147;2;18;22
69;14;14;51;10;30;4;3;7
11;5;4;6;0;6;0;0;0
28;4;4;26;7;13;2;0;3
116;26;21;68;23;35;4;6;6
83;23;23;83;36;42;0;0;5
5;1;0;0;0;0;0;1;0
19;2;2;5;0;4;1;4;0
48;12;10;31;11;18;1;2;1
169;62;59;135;49;73;1;3;10
20;11;10;16;5;6;3;1;2
20;4;3;18;3;13;0;1;1
56;12;10;43;8;30;0;2;3
298;92;57;200;34;124;6;1;29
82;10;7;58;13;39;1;3;4
4;2;0;1;1;0;0;1;0
22;1;0;10;2;6;1;3;1
8;2;0;0;0;0;0;0;0
16;2;1;7;0;5;0;0;2
53;9;8;29;11;13;0;6;5
49;7;6;38;8;19;3;0;7
148;25;14;88;20;43;5;6;21
482;137;89;303;103;161;11;16;18
49;20;18;39;16;20;0;0;1
43;12;3;7;3;1;2;5;1
488;84;76;403;106;221;13;7;58
67;25;16;44;15;23;2;2;2
273;69;67;204;66;100;7;20;23
667;133;117;515;188;241;15;13;74
232;40;24;164;54;78;11;9;21
31;12;6;14;6;5;0;2;3
284;65;63;238;59;139;6;5;23
101;14;10;63;16;40;1;0;6
76;13;12;49;12;21;6;1;8
71;3;2;38;3;30;2;1;2
32;3;2;14;0;13;1;2;1
8;2;0;0;0;0;0;0;0
21;10;7;9;3;5;0;0;1
44;10;4;13;6;6;0;7;0
8;1;1;8;0;6;0;0;1
120;20;16;66;17;40;5;0;8
32;6;6;19;5;10;0;1;2
158;15;9;80;23;50;2;6;3
17;1;1;13;4;7;0;1;3
27;3;3;24;1;18;0;2;4
78;38;33;66;14;40;0;1;9
432;108;91;402;108;234;23;3;31
46;15;7;30;9;17;1;1;2
61;9;3;12;1;7;0;12;2
193;38;28;149;50;79;6;2;12
169;39;34;131;32;74;5;3;16
53;19;18;50;22;21;3;1;4
131;19;15;76;25;41;2;4;6
24;3;3;14;4;7;0;0;3
266;91;83;236;47;121;12;2;48
25;3;2;18;8;5;1;1;4
686;96;95;575;134;320;34;13;75
5;0;0;0;0;0;0;0;0
308;64;42;192;34;111;11;15;31
280;133;133;261;132;117;5;4;6
8;1;0;2;0;1;0;0;1
43;14;14;38;2;31;1;0;3
109;17;16;90;18;62;2;0;11
32;5;5;32;8;18;2;0;4
102;29;29;98;25;36;14;1;19
464;66;60;357;125;168;15;9;47
71;11;9;52;13;36;0;0;2
75;30;21;47;6;31;2;2;7
11;2;0;7;3;3;0;0;0
87;13;10;72;20;47;0;4;5
35;3;2;31;11;11;3;0;5
18;3;3;16;3;9;2;1;1
71;19;19;65;21;37;4;0;3
134;64;56;109;27;71;5;1;6
55;15;9;11;0;7;0;9;4
48;12;11;34;8;22;0;0;2
10;2;2;10;1;8;0;0;1
49;4;4;45;11;30;1;1;3
305;61;55;250;99;124;5;5;12
35;5;0;1;0;0;0;6;1
11;0;0;7;1;5;0;0;1
66;9;9;56;16;30;3;2;8
94;14;11;76;25;38;6;0;8
99;14;11;78;33;37;3;2;7
38;1;1;24;10;11;0;3;3
61;12;8;38;13;20;0;1;5
51;11;5;35;12;12;2;2;8
101;25;19;82;26;39;4;2;11
332;80;57;226;75;116;16;2;16
249;43;29;166;30;82;29;6;36
82;11;8;61;9;34;6;4;12
43;17;13;26;5;19;0;2;2
75;1;1;56;15;33;1;0;4
66;7;5;32;9;20;1;2;2
28;3;2;15;1;12;0;0;2
32;2;1;20;6;6;3;0;3
75;16;12;63;8;35;2;1;15
45;7;6;23;10;8;1;4;4
53;16;16;46;18;23;2;0;3
116;18;14;96;33;54;3;2;5
290;80;68;242;45;135;21;3;37
3;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0
94;19;18;73;17;32;8;1;13
84;8;8;79;36;30;1;2;10
76;17;8;39;8;29;0;2;2
244;41;30;116;43;67;0;11;2
29;9;8;22;5;7;3;4;5
19;4;2;12;6;6;0;2;0
12;12;0;0;0;0;0;0;0
2;2;0;0;0;0;0;1;0
3;2;2;3;0;0;1;0;2
60;22;20;45;10;28;0;4;4
10;2;1;7;5;2;0;0;0
62;15;12;54;17;32;2;1;3
83;13;11;70;28;30;4;0;6
63;10;7;37;10;21;0;2;6
132;31;28;118;37;71;0;1;9
11;1;1;9;2;6;0;0;1
156;39;34;130;32;57;10;1;31
39;12;8;23;9;13;0;3;0
71;17;1;5;3;2;0;4;0
512;133;117;435;83;243;20;7;70
39;9;4;24;6;13;1;0;4
23;7;7;15;2;8;3;1;2
23;15;3;10;7;2;1;2;0
297;81;74;251;73;135;15;6;23
305;86;80;282;82;124;24;3;47
37;10;10;33;5;13;0;1;13
251;24;19;205;99;66;15;3;21
83;14;14;73;25;31;0;3;13
181;43;34;100;31;44;12;14;13
18;4;4;17;12;4;0;0;1
272;91;84;239;75;133;13;2;19
866;515;505;819;130;574;10;24;73
52;11;7;44;14;26;0;2;4
43;9;9;39;17;19;0;2;3
150;22;20;99;39;40;2;1;18
53;10;9;45;16;23;2;0;4
11;5;5;10;5;3;2;0;0
7;1;0;4;1;2;0;0;1
322;63;58;264;81;139;7;10;28
204;44;40;170;37;94;21;5;13
25;8;6;15;4;7;2;2;1
3;0;0;0;0;0;0;0;0
35;5;3;14;5;5;1;3;3
62;19;17;50;16;25;1;2;4
27;3;2;17;5;10;0;1;2
18;6;2;5;0;5;2;0;0
14;2;2;14;8;5;0;0;1
76;22;18;60;13;32;7;3;8
48;14;14;38;19;19;0;1;0
145;23;23;134;37;57;10;2;18
187;36;25;138;40;71;8;4;14
38;10;9;27;7;13;2;0;5
381;78;72;329;122;135;17;1;47
653;140;133;536;145;243;52;14;76
69;14;13;63;18;33;4;2;5
20;6;3;14;5;8;0;0;1
3;1;1;3;1;2;0;0;0
98;23;17;69;15;40;3;0;11
6;0;0;1;0;0;0;0;1
103;23;19;86;14;56;4;3;7
4;1;0;0;0;0;0;0;0
16;3;3;7;5;1;1;0;0
15;2;2;8;0;7;0;0;1
94;25;23;67;20;44;0;4;1
13;2;1;7;1;5;0;1;1
311;81;64;240;70;110;21;12;36
148;24;24;139;45;43;17;0;30
27;1;1;25;7;14;0;0;4
13;5;5;11;4;6;0;0;1
5;0;0;0;0;0;0;1;0
140;25;17;98;26;53;4;2;14
53;9;5;30;9;19;0;3;2
224;38;35;172;74;84;13;10;2
355;75;65;292;93;135;17;8;39
387;73;57;296;91;148;20;7;33
33;8;7;29;10;18;0;0;1
124;31;30;100;24;65;4;2;5
149;63;61;136;41;77;8;3;7
31;9;2;12;3;6;1;0;2
225;41;33;197;59;78;18;3;30
126;16;12;79;35;30;1;6;12
331;196;195;325;160;120;22;1;17
53;16;10;41;3;32;3;0;3
75;15;14;70;9;36;11;1;13
97;17;6;53;20;28;2;4;5
157;20;16;127;27;53;19;2;28
35;12;12;31;6;18;2;0;6
66;17;16;58;14;29;1;3;13
26;6;6;26;11;12;0;0;3
23;2;2;20;5;11;1;1;2
4;0;0;1;0;0;0;0;1
3;0;0;0;0;0;0;0;0
4;2;0;0;0;0;0;0;0
44;9;8;40;5;33;0;0;2
130;31;28;103;31;53;4;2;13
31;7;7;26;11;14;0;1;1
9;4;3;8;4;3;0;0;1
165;43;33;88;19;62;2;8;5
25;8;8;21;2;19;0;0;0
287;36;35;238;77;107;19;3;35
10;1;1;10;5;2;0;0;3
47;13;0;5;2;1;1;8;1
157;24;19;121;20;72;9;5;17
11;1;1;7;2;2;0;0;3
48;14;14;37;6;25;0;1;4
115;28;5;20;1;14;0;9;3
12;3;0;1;0;0;0;1;1
6;2;2;6;2;4;0;0;0
227;28;21;160;50;72;8;6;32
479;134;130;440;112;214;29;3;76
59;14;14;58;11;38;2;0;5
1;0;0;1;0;1;0;0;0
106;29;24;90;15;57;4;7;7
80;17;13;55;16;28;4;0;9
114;15;15;97;33;53;2;5;9
174;44;41;150;48;86;10;2;5
135;17;12;113;31;41;16;0;23
129;9;4;60;21;26;2;5;10
315;65;60;271;81;122;10;4;50
78;9;8;48;15;20;6;2;9
68;14;14;64;20;34;5;0;4
46;9;6;36;18;13;2;0;2
8;1;0;4;0;3;0;0;1
142;19;16;132;31;75;10;3;14
8;0;0;1;0;0;0;1;1
117;22;21;106;29;57;11;2;8
37;7;6;31;11;12;4;2;2
132;25;19;97;28;51;1;1;16
272;66;54;235;76;120;6;3;25
39;7;5;21;6;14;0;2;0
3;3;0;0;0;0;0;0;0
18;3;3;9;5;4;0;1;1
37;9;8;32;11;18;0;0;3
70;17;12;54;10;29;6;1;5
30;3;3;25;9;12;0;2;4
60;12;5;36;14;17;1;2;3
6;1;0;0;0;0;0;0;0
15;1;1;9;5;3;0;0;1
24;5;3;3;0;3;0;0;0
41;6;6;37;16;14;4;0;2
2;0;0;0;0;0;0;0;0
50;26;24;48;20;21;4;0;3
50;7;4;37;2;26;1;0;5
2;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0
113;15;13;95;15;61;6;3;10
28;4;0;7;1;5;0;2;1
318;88;86;296;72;156;16;2;44
19;2;2;14;5;8;1;0;1
5;0;0;4;0;4;0;0;0
141;25;17;85;32;48;0;2;4
49;8;6;35;10;21;0;0;4
60;14;13;49;14;22;5;2;8
221;41;34;188;71;92;6;5;15
15;2;2;13;2;9;2;0;0
210;70;62;198;103;78;10;2;4
13;5;4;7;2;4;0;0;1
89;27;13;40;13;25;0;7;2
17;4;3;15;6;9;0;0;0
6;0;0;1;0;0;0;1;1
30;7;7;23;8;11;2;0;1
6;2;2;6;1;1;2;0;2
6;1;1;5;2;1;0;0;2
141;47;45;129;43;63;7;0;13
54;10;10;44;10;22;4;0;10
126;33;33;113;37;63;4;1;6
45;6;3;30;9;15;2;5;4
37;5;5;33;4;20;0;0;8
72;10;7;51;10;31;2;1;6
1;1;0;0;0;0;0;0;0
15;2;2;11;0;9;0;0;2
59;14;12;51;16;25;3;0;6
29;7;1;5;0;4;0;5;1
10;2;0;1;0;0;0;1;1
3;0;0;0;0;0;0;0;0
29;8;4;10;2;6;1;1;1
3;0;0;0;0;0;0;0;0
30;3;3;20;9;10;0;0;1
20;6;6;19;3;13;1;0;2
60;17;17;45;21;21;3;1;1
10;2;2;7;2;4;0;1;1
10;5;5;8;2;6;0;0;1
15;2;2;15;3;9;1;0;2
43;8;3;26;7;14;1;2;2
26;5;4;23;6;15;0;1;1
15;0;0;13;1;10;0;0;2
9;9;9;9;0;9;0;0;0
22;15;13;20;0;18;0;0;1
9;9;9;9;0;9;0;0;0
245;44;32;158;34;91;10;11;21
21;5;4;11;4;3;1;1;3
4;1;1;3;0;3;0;0;0
13;3;2;9;5;2;1;0;1
30;9;8;29;9;14;2;0;3
4;0;0;0;0;0;0;0;0
19;3;3;17;5;5;0;0;7
19;5;5;13;0;12;0;1;1
62;20;20;59;7;27;12;1;12
435;117;115;378;105;213;17;5;32
20;4;4;19;2;10;1;1;4
3;0;0;0;0;0;0;0;0
52;14;13;50;9;13;6;0;15
75;16;15;62;6;44;1;0;9
8;3;3;5;0;4;0;1;1
28;6;6;26;1;15;1;1;8
298;41;34;249;86;128;6;4;22
179;45;44;166;68;84;0;2;11
1;0;0;0;0;0;0;0;0
54;12;8;47;12;31;1;1;2
65;11;9;42;11;19;3;2;8
5;3;0;1;0;0;0;0;1
143;26;23;108;24;57;11;9;9
552;110;107;505;140;271;28;5;55
27;3;2;7;2;3;0;1;2
7;2;2;5;2;1;0;0;2
69;28;26;63;13;35;4;1;10
30;4;4;25;6;18;0;0;2
29;5;4;20;8;10;0;0;2
30;9;9;28;6;15;3;0;4
100;20;19;87;28;40;6;3;12
57;7;3;27;14;8;1;4;3
21;4;4;17;4;10;0;1;2
30;8;8;29;3;22;1;1;2
42;11;9;34;11;17;0;0;7
12;4;0;0;0;0;0;5;0
137;23;22;126;35;77;3;0;11
19;3;3;19;8;8;1;1;1
9;0;0;2;0;1;0;1;1
73;13;13;66;20;33;7;1;6
17;6;6;16;2;8;2;0;4
7;4;3;5;0;2;0;0;3
59;7;5;41;3;30;0;2;7
103;35;25;68;14;51;1;1;2
354;89;83;333;75;184;28;4;39
189;44;33;154;47;80;6;2;19
2;0;0;2;0;2;0;0;0
33;12;8;29;3;15;2;2;6
255;111;100;217;63;130;1;11;10
293;57;49;226;92;102;4;11;21
36;8;4;23;3;15;1;1;4
